id,hotelId,rawData,type,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
260,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 64117, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004732'}','tll_create_room_booking','2023-02-15 13:30:01.373473+09:00','2023-02-15 13:30:01.373473+09:00',None,'tll',None,None,None
261,3,'{'startDate': '2023-02-25T15:00:00.000Z', 'endDate': '2023-02-26T15:00:00.000Z', 'roomBookingId': 64067, 'autoGeneratedCode': '0003004682'}','room_booking_change_status','2023-02-15 13:39:11.412170+09:00','2023-02-15 13:39:11.412170+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
262,3,'{'startDate': '2023-02-25T15:00:00.000Z', 'endDate': '2023-02-26T15:00:00.000Z', 'roomBookingId': 64067, 'autoGeneratedCode': '0003004682'}','room_booking_change_status','2023-02-15 13:39:41.043303+09:00','2023-02-15 13:39:41.043303+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
263,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 64095, 'autoGeneratedCode': '0003004710'}','room_booking_change_status','2023-02-15 13:40:33.152536+09:00','2023-02-15 13:40:33.152536+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None,None
264,3,'{'startDate': '2023-02-16T15:00:00.000Z', 'endDate': '2023-02-17T15:00:00.000Z', 'roomBookingId': 64118, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004733'}','tll_create_room_booking','2023-02-15 15:05:00.341779+09:00','2023-02-15 15:05:00.341779+09:00',None,'tll',None,None,None
265,3,'{'startDate': '2023-05-25T15:00:00.000Z', 'endDate': '2023-05-27T15:00:00.000Z', 'roomBookingId': 64119, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004734'}','tll_create_room_booking','2023-02-15 15:35:00.362314+09:00','2023-02-15 15:35:00.362314+09:00',None,'tll',None,None,None
266,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 63497, 'bookingStatus': 'checked_in', 'autoGeneratedCode': '0003004112'}','room_booking_change_status','2023-02-15 15:39:02.903843+09:00','2023-02-15 15:39:02.903843+09:00',None,'e58ea8e6-0b44-4405-b02a-db5b8615373e',None,None,None
267,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-17T15:00:00.000Z', 'roomBookingId': 64058, 'bookingStatus': 'checked_in', 'autoGeneratedCode': '0003004673'}','room_booking_change_status','2023-02-15 15:40:30.611728+09:00','2023-02-15 15:40:30.611728+09:00',None,'e58ea8e6-0b44-4405-b02a-db5b8615373e',None,None,None
268,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-17T15:00:00.000Z', 'roomBookingId': 64058, 'bookingStatus': 'checked_in', 'autoGeneratedCode': '0003004673'}','room_booking_change_status','2023-02-15 15:40:44.173904+09:00','2023-02-15 15:40:44.173904+09:00',None,'e58ea8e6-0b44-4405-b02a-db5b8615373e',None,None,None
269,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 64120, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004735'}','tll_create_room_booking','2023-02-15 16:20:00.327648+09:00','2023-02-15 16:20:00.327648+09:00',None,'tll',None,None,None
270,3,'{'startDate': '2023-07-19T15:00:00.000Z', 'endDate': '2023-07-28T15:00:00.000Z', 'roomBookingId': 64121, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004736'}','tll_create_room_booking','2023-02-15 17:10:00.395076+09:00','2023-02-15 17:10:00.395076+09:00',None,'tll',None,None,None
271,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 62022, 'bookingStatus': 'checked_in', 'autoGeneratedCode': '0003002637'}','room_booking_change_status','2023-02-15 17:39:04.425571+09:00','2023-02-15 17:39:04.425571+09:00',None,'e58ea8e6-0b44-4405-b02a-db5b8615373e',None,None,None
272,3,'{'startDate': '2023-02-23T15:00:00.000Z', 'endDate': '2023-02-24T15:00:00.000Z', 'roomBookingId': 64122, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004737'}','tll_create_room_booking','2023-02-15 18:05:00.411590+09:00','2023-02-15 18:05:00.411590+09:00',None,'tll',None,None,None
273,3,'{'startDate': '2023-04-14T15:00:00.000Z', 'endDate': '2023-04-15T15:00:00.000Z', 'roomBookingId': 64123, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004738'}','tll_create_room_booking','2023-02-15 18:35:33.937388+09:00','2023-02-15 18:35:33.937388+09:00',None,'tll',None,None,None
274,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64120, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2657862226@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
275,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64117, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2922629352@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
276,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64095, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3746672387@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
277,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64080, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3234466148@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
278,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64080, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3234466148@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
279,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64077, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2600622641@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
280,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64077, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2600622641@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
281,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64058, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2248897769@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
282,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64058, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2248897769@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
283,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64058, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2248897769@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
284,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64040, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2442087335@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
285,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64036, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2478815828@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
286,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64018, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1bkrz@0000000061'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
287,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63981, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBCQHYDCZF@0000000041'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
288,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63963, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g18a87@0000000061'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
289,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63899, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TB8SZHRQJX@0000000041'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
290,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63887, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0873919188@0000000080'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
291,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63709, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBZJOWAZ07@0000000041'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
292,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63694, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3355767871@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
293,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63497, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2473408568@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
294,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63497, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2473408568@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
295,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 63497, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2473408568@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
296,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63460, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fz4s3x@0000000061'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
297,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63378, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TB3BF3IGUA@0000000041'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
298,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-25T00:00:00+09:00', 'roomBookingId': 63091, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3230879822@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
299,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-25T00:00:00+09:00', 'roomBookingId': 63091, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3230879822@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
300,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63003, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3627442516@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
301,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 62982, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3777409664@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
302,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 62874, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3190938285@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
303,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 62709, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2549890836@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
304,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 62644, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2731305436@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
305,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 61970, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3812728912@0000000030'}','room_booking_change_status','2023-02-17 03:00:00.284133+09:00','2023-02-17 03:00:00.284133+09:00',None,None,None,None,None
306,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 64042, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBFX1FDMFP@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
307,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 64024, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1dgr7@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
308,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64008, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3218369129@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
309,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63990, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1ak5r@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
310,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 63801, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3170403726@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
311,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63673, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3507478008@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
312,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63663, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBGJWQUTWV@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
313,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63663, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBGJWQUTWV@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
314,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63626, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2780035283@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
315,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 63616, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '18626185@0000000040'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
316,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63578, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g019w2@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
317,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63576, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBIQL0A1ML@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
318,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63575, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBWUHGRHNV@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
319,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63565, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fzyvh5@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
320,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63541, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TB8HVZPA3Y@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
321,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63534, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2683763590@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
322,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63520, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fzhh62@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
323,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63519, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fzhgt1@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
324,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63481, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0869522095@0000000080'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
325,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63359, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0867007884@0000000080'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
326,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63248, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBTCPVHXMP@0000000041'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
327,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 63176, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0859398334@0000000080'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
328,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 63063, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3564354289@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
329,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 62189, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fsbvem@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
330,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 61912, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2133657230@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
331,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-17T00:00:00+09:00', 'roomBookingId': 61912, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2133657230@0000000030'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
332,3,'{'startDate': '2023-02-16T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 60455, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fiyan5@0000000061'}','room_booking_change_status','2023-02-18 03:00:00.274422+09:00','2023-02-18 03:00:00.274422+09:00',None,None,None,None,None
333,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64118, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBBKIMFTYA@0000000041'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
334,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 64078, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1jm95@0000000061'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
335,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 64072, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3319753493@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
336,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63900, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2137815461@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
337,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63880, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3898802277@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
338,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 63704, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g0mvdr@0000000061'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
339,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-26T00:00:00+09:00', 'roomBookingId': 63553, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2473719543@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
340,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 63436, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBK50GTDFJ@0000000041'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
341,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63416, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2179315125@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
